input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Bar+de+Paco/data=!4m7!3m6!1s0xd422105f80b0319:0x395bf11901d5ebd3!8m2!3d40.3176368!4d-3.7231317!16s%2Fg%2F11q8glq5tk!19sChIJGQML-AUhQg0R0-vVARnxWzk?authuser=0&hl=es&rclk=1,Bar de Paco,Bar de tapas,"C. Loto, 4, 28903 Getafe, Madrid","{""jueves"":[""5:00–15:30""]}",{},,660 32 17 73,879G+3P Getafe,0,4.600000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",40.317637,-3.723132,4133162172749835219,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGkQFUSf1HoOO91A2hl-W9JG5vYBbOhB4H0RU3jIwjlwks6siK1TuhJQXFDSkCrTZUxtQKGNqgPDA4Uy7OXez8At4Fc2JlEom0av1tqT0VCgq1ZD520DSHhZj1X1Jxp_f_JMmjfw=w408-h544-k-no,Europe/Madrid,,0xd422105f80b0319:0x395bf11901d5ebd3,ChIJGQML-AUhQg0R0-vVARnxWzk,[],null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Bar de Paco (propietario)"",""link"":""""}","{""borough"":"""",""street"":""C. Loto, 4"",""city"":""Getafe"",""postal_code"":""28903"",""state"":""Madrid"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Restaurante+Casa+Paco/data=!4m7!3m6!1s0xd422878b79b31b1:0xa5088ed446a46da3!8m2!3d40.4139593!4d-3.7084757!16s%2Fg%2F1tfd_4j1!19sChIJsTGbt3goQg0Ro22kRtSOCKU?authuser=0&hl=es&rclk=1,Restaurante Casa Paco,Restaurante,"Pl. de Prta Cerrada, 11, BAJO, Centro, 28005 Madrid","{""jueves"":[""12:00–16:00"",""19:00–24:00""]}",{},http://www.casapaco1933.es/,913 66 31 66,C77R+HJ Madrid,0,3.800000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",40.413959,-3.708476,11891911858441186723,,"Platos típicos, como cocido madrileño, callos y solomillo, en un restaurante de los años 30 con paredes de azulejos y arte taurino.",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercPgld-689DVPBSI3_IDoWxQki4VddBjvztUFqmmHbH0we3V-6Y3uYLwVomunP8G2PZFmdyo51QPOCP05-8gAiXv8-f3pmekFTO3X5g5R_FhMq4M-824id0njXxmMoDPq5Qh4bzw=w408-h246-k-no,Europe/Madrid,,0xd422878b79b31b1:0xa5088ed446a46da3,ChIJsTGbt3goQg0Ro22kRtSOCKU,[],"[{""link"":""https://www.google.com/maps/reserve/v/dine/c/LZ91QwFKnsI?source=pa\u0026opi=79508299"",""source"":""google.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Restaurante Casa Paco (propietario)"",""link"":""""}","{""borough"":""Centro"",""street"":""Pl. de Prta Cerrada, 11, BAJO"",""city"":""Madrid"",""postal_code"":""28005"",""state"":""Madrid"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Casa+Paco/data=!4m7!3m6!1s0xd42286a53daebed:0x46e491b529b38f50!8m2!3d40.4304248!4d-3.7202933!16s%2Fg%2F1tj2d97s!19sChIJ7evaU2ooQg0RUI-zKbWR5EY?authuser=0&hl=es&rclk=1,Casa Paco,Bar de tapas,"C. de Altamirano, 38, Moncloa - Aravaca, 28008 Madrid","{""jueves"":[""7:00–23:30""]}",{},,915 43 28 21,C7JH+5V Madrid,0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",40.430425,-3.720293,5108368084619726672,,"Bar de larga trayectoria que sirve bebidas, tapas y bocadillos en un ambiente desenfadado.",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgFTueiVLslg3Bvw5QX50YR_AZk_IMHSeZ3VManTo2j5ajqaKOc804pI-pRL3luTxPmKlboQrMzD93ke4EabUVJ7AMT6nSwAQRifc8vgCiGO5w5CEFJZPaTOk6Bv4m_-1oXZPOiQ=w426-h240-k-no,Europe/Madrid,,0xd42286a53daebed:0x46e491b529b38f50,ChIJ7evaU2ooQg0RUI-zKbWR5EY,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""116070611617996580566"",""name"":""Casa Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/116070611617996580566""}","{""borough"":""Moncloa - Aravaca"",""street"":""C. de Altamirano, 38"",""city"":""Madrid"",""postal_code"":""28008"",""state"":""Madrid"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":false},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":false},{""name"":""Asientos adaptados sillas de ruedas"",""enabled"":false}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Bar+Mes%C3%B3n+Paco/data=!4m7!3m6!1s0xd72f9d01ba45e25:0x1f7db13177a6cb05!8m2!3d36.6887783!4d-4.4482143!16s%2Fg%2F1tdmg799!19sChIJJV6kG9D5cg0RBcumdzGxfR8?authuser=0&hl=es&rclk=1,Bar Mesón Paco,Restaurante,"Pl. de las Brigadas Internacionales, 3, Carretera de Cádiz, 29004 Málaga","{""jueves"":[""8:00–16:00""]}",{},,952 23 31 98,MHQ2+GP Málaga,0,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.688778,-4.448214,2269164613283531525,,,,https://lh3.googleusercontent.com/p/AF1QipMjTn7AJw89W_DNWyoFXz77XJyGye5y68M0myh1=w426-h240-k-no,Europe/Madrid,,0xd72f9d01ba45e25:0x1f7db13177a6cb05,ChIJJV6kG9D5cg0RBcumdzGxfR8,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""102253773210155161216"",""name"":""Bar Mesón Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/102253773210155161216""}","{""borough"":""Carretera de Cádiz"",""street"":""Pl. de las Brigadas Internacionales, 3"",""city"":""Málaga"",""postal_code"":""29004"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":false},{""name"":""Asientos adaptados sillas de ruedas"",""enabled"":false}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Paco%27s+Bar/data=!4m7!3m6!1s0xd7247e27cb97685:0xe868789c938ebd03!8m2!3d36.7241311!4d-4.1254805!16s%2Fg%2F11q9rd0v0y!19sChIJhXa5fOJHcg0RA72Ok5x4aOg?authuser=0&hl=es&rclk=1,Paco's Bar,Bar,"Diseminado el Hornillo, 64, 29749 El Hornillo, Málaga","{""jueves"":[""12:30–24:00""]}",{},,,PVFF+MR El Hornillo,0,4.600000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.724131,-4.125481,16746767828263025923,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfhwbofwVEu8uJbOwBO_Ot1SO2ATAnpi6FTUTH-Bxx5cuF_Zwz41xRhC7nk3l0FVp6XA3dgPmd7yj3MiMpdKZPvhWQsG2ZuqAh1_xAnYapMj0_mnGerKoqPCGIg1F1fXmEKMP62MWdHAyd=w408-h544-k-no,Europe/Madrid,,0xd7247e27cb97685:0xe868789c938ebd03,ChIJhXa5fOJHcg0RA72Ok5x4aOg,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""111408712521374579737"",""name"":""Paco's Bar (propietario)"",""link"":""https://www.google.com/maps/contrib/111408712521374579737""}","{""borough"":"""",""street"":""Diseminado el Hornillo, 64"",""city"":""El Hornillo"",""postal_code"":""29749"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Bar+Paco/data=!4m7!3m6!1s0xd72b8f2d8e645a3:0x24a8b78ed88025f6!8m2!3d36.6787804!4d-4.4467892!16s%2Fg%2F1tg5dg4x!19sChIJo0Xm2PK4cg0R9iWA2I63qCQ?authuser=0&hl=es&rclk=1,Bar Paco,Bar,"Pl. Blanes, 13, Carretera de Cádiz, 29004 Málaga","{""jueves"":[""8:15–18:30""]}",{},,952 23 13 62,MHH3+G7 Málaga,0,4.200000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.678780,-4.446789,2641563005598311926,,,,https://lh3.googleusercontent.com/p/AF1QipPC39mPfnORPITPkYqw3MHFo7RUciwEiynD3Xvv=w408-h272-k-no,Europe/Madrid,,0xd72b8f2d8e645a3:0x24a8b78ed88025f6,ChIJo0Xm2PK4cg0R9iWA2I63qCQ,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""110872904341539632093"",""name"":""Bar Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/110872904341539632093""}","{""borough"":""Carretera de Cádiz"",""street"":""Pl. Blanes, 13"",""city"":""Málaga"",""postal_code"":""29004"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Cerveceria+Paco/data=!4m7!3m6!1s0xd4225dadabbd5b9:0xb16f988e59f10bfb!8m2!3d40.3858956!4d-3.6528709!16s%2Fg%2F11cmfyr9tf!19sChIJudW72tolQg0R-wvxWY6Yb7E?authuser=0&hl=es&rclk=1,Cerveceria Paco,Restaurante,"Av. de Buenos Aires, 49, Puente de Vallecas, 28018 Madrid","{""jueves"":[""11:00–17:30"",""20:00–23:00""]}",{},,691 67 16 74,98PW+9V Madrid,0,4.700000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",40.385896,-3.652871,12785605604289874939,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGDYabDgo1N3TLQWdw_psBvQGLLHiNu1qySgT41tr3-gqXWGxESsKAk06ykLr8IHKmvc0NU7x_mluS4a2jnLcoVD5CtUU-3xRmm_2CRbueBxpbP4-kwjV6wLmGKf-v1974vfAGqw=w426-h240-k-no,Europe/Madrid,,0xd4225dadabbd5b9:0xb16f988e59f10bfb,ChIJudW72tolQg0R-wvxWY6Yb7E,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""113193528956574762139"",""name"":""Cerveceria Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/113193528956574762139""}","{""borough"":""Puente de Vallecas"",""street"":""Av. de Buenos Aires, 49"",""city"":""Madrid"",""postal_code"":""28018"",""state"":""Madrid"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":false},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":false}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/CAF%C3%89-BAR+PACO/data=!4m7!3m6!1s0xd725cca9b6a9f6f:0xf85336c06063ea8a!8m2!3d36.8148608!4d-4.2352141!16s%2Fg%2F1z44cq0q1!19sChIJb59qm8pccg0RiupjYMA2U_g?authuser=0&hl=es&rclk=1,CAFÉ-BAR PACO,Bar,"C. G. Perez, 4, 29718 El Borge, Málaga","{""jueves"":[""Cerrado""]}",{},,616 28 89 04,RQ77+WW El Borge,0,4.700000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.814861,-4.235214,17893705944351894154,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUPoDmSRj64qVJ428yysxxir_koXqugp-oJV3OlKibV_jyHGyGIeSsELuNIbUBhNCONNVlb9t-1k0yBxtYhEQsf8kRng0XTtUR7KT7QjmHXsM45W-i6c8VHSrsBHaQ-M585NWZTiRcjntl=w408-h306-k-no,Europe/Madrid,,0xd725cca9b6a9f6f:0xf85336c06063ea8a,ChIJb59qm8pccg0RiupjYMA2U_g,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""105747271298594435257"",""name"":""CAFÉ-BAR PACO (propietario)"",""link"":""https://www.google.com/maps/contrib/105747271298594435257""}","{""borough"":"""",""street"":""C. G. Perez, 4"",""city"":""El Borge"",""postal_code"":""29718"",""state"":""Málaga"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Caf%C3%A9+Bar+Paco/data=!4m7!3m6!1s0xd71c7fc4488c50b:0x98639dda523b52fc!8m2!3d36.9380271!4d-3.2918725!16s%2Fg%2F11g0ht30cv!19sChIJC8WIRPzHcQ0R_FI7UtqdY5g?authuser=0&hl=es&rclk=1,Café Bar Paco,Bar,"C. la Huerta, 12, 18416 Busquístar, Granada","{""jueves"":[""7:00–24:00""]}",{},,958 85 75 04,WPQ5+67 Busquístar,0,4.800000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",36.938027,-3.291872,10980793877467452156,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbDrU5q9iYcN41yVOdluD7tfdOeo_1glSA_V1_v2_-y64eIH7FzGsQCWFj2SxHXM6kR3Y5B0vYYKARpgY6yv2A2UevsIz1Ow_lwFno7wKZ6HruNSwx7AxoEPRSy15A2A1r1blM4Q=w408-h725-k-no,Europe/Madrid,,0xd71c7fc4488c50b:0x98639dda523b52fc,ChIJC8WIRPzHcQ0R_FI7UtqdY5g,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""104055331086502415244"",""name"":""Café Bar Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/104055331086502415244""}","{""borough"":"""",""street"":""C. la Huerta, 12"",""city"":""Busquístar"",""postal_code"":""18416"",""state"":""Granada"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Acceso para sillas de ruedas"",""enabled"":true},{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":true},{""name"":""Aseo adaptado para sillas de ruedas"",""enabled"":true},{""name"":""Asientos adaptados sillas de ruedas"",""enabled"":false}]}]",[],null,
869a6995-e6a4-43e4-9712-99e59a979b18,https://www.google.com/maps/place/Bar+Paco/data=!4m7!3m6!1s0xd418baa7d8315a5:0xba67bda94ae5bdaf!8m2!3d40.2883863!4d-3.7870124!16s%2Fg%2F11bx9v5zls!19sChIJpRWDfaqLQQ0Rr73lSqm9Z7o?authuser=0&hl=es&rclk=1,Bar Paco,Bar,"P.º de Puerto Rico, 14, 28945 Fuenlabrada, Madrid","{""jueves"":[""9:00–24:00""]}",{},,651 92 36 37,76Q7+95 Fuenlabrada,0,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",40.288386,-3.787012,13431912948459486639,,,,https://lh3.googleusercontent.com/p/AF1QipPp2EAdbAYTvcPPtT-it_tP1m7_xXF-Y8jQizdS=w408-h306-k-no,Europe/Madrid,,0xd418baa7d8315a5:0xba67bda94ae5bdaf,ChIJpRWDfaqLQQ0Rr73lSqm9Z7o,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""116563147898067569043"",""name"":""Bar Paco (propietario)"",""link"":""https://www.google.com/maps/contrib/116563147898067569043""}","{""borough"":"""",""street"":""P.º de Puerto Rico, 14"",""city"":""Fuenlabrada"",""postal_code"":""28945"",""state"":""Madrid"",""country"":""ES""}","[{""id"":""accessibility"",""name"":""Accesibilidad"",""options"":[{""name"":""Aparcamiento adaptado para sillas de ruedas"",""enabled"":false}]}]",[],null,
